"Año";"Periodo";"Parámetro";"Renta bruta media";"Renta disponible media"
"2018";"Año";"28804-Ciudad Deportiva Municipal Del Val-Av.Lope de Figueroa (Alcalá de Henares)";"27.051";"22.472"
"2018";"Año";"28805-Hospital Universitario-Centro Penitenciario (Alcalá de Henares)";"29.949";"24.512"
"2018";"Año";"28806-Polígonos Industriales (Alcalá de Henares)";"30.785";"24.981"
"2018";"Año";"28807-Estación (Alcalá de Henares)";"28.090";"23.138"
"2018";"Año";"28901-Getafe Centro-San Isidro (Getafe)";"25.819";"21.552"
"2018";"Año";"28902-Getafe Centro (Getafe)";"27.179";"22.538"
"2018";"Año";"28903-Juan de la Cierva-Universidad (Getafe)";"25.819";"21.521"
"2018";"Año";"28904-Getafe Centro (Getafe)";"24.281";"20.477"
"2018";"Año";"28905-La Alhóndiga (Getafe)";"31.712";"25.767"
"2018";"Año";"28906-Los Olivos-Los Ángeles (Getafe)";"30.218";"24.667"
"2018";"Año";"28907-El Bercial (Getafe)";"38.754";"30.980"
"2018";"Año";"28909-Perales del Río (Getafe)";"31.276";"25.326"
"2018";"Año";"28911-Zona centro (Leganés)";"24.306";"20.605"
"2018";"Año";"28912-Universidad (Leganés)";"21.697";"18.666"
"2018";"Año";"28913-San Nicasio (Leganés)";"21.838";"18.826"
"2018";"Año";"28914-Arroyo Culebro-Ciudad del Automóvil-Vereda de los Estudiantes-Polvoranca-Valdepelayo (Leganés)";"32.018";"25.917"
"2018";"Año";"28915-Zarzaquemada (Leganés)";"22.845";"19.553"
"2018";"Año";"28916-El Carrascal- Parquesur (Leganés)";"29.070";"23.691"
"2018";"Año";"28917-La Fortuna (Leganés)";"22.785";"19.350"
"2018";"Año";"28918-Solagua-Butarque-Campo de Tiro-Quinto Centenario (Leganés)";"32.188";"26.060"
"2018";"Año";"28919-Leganés Norte-Legatec-Prado Overa (Leganés)";"28.029";"22.976"
"2018";"Año";"28921-Centro (Alcorcón)";"22.149";"18.937"
"2018";"Año";"28922-Prado de Santo Domingo- Parque Oeste- Fuente Cisneros (Alcorcón)";"29.752";"24.291"
"2018";"Año";"28923-Parque Ondarreta- Urtinsa (Alcorcón)";"24.747";"20.893"
"2018";"Año";"28924-Parque Lisboa- La Paz (Alcorcón)";"30.779";"25.217"
"2018";"Año";"28925-San José de Valderas- Los castillos (Alcorcón)";"30.502";"24.879"
"2018";"Año";"28931-Av. Portugal-Parque Cuartel Huerta (Móstoles)";"21.459";"18.422"
"2018";"Año";"28932-Av. Alcalde Mostoles-Av. Portugal (Móstoles)";"26.013";"21.759"
"2018";"Año";"28933-A5-Av. Portugal (Móstoles)";"26.621";"22.121"
"2018";"Año";"28934-Casco Antiguo (Móstoles)";"21.489";"18.522"
"2018";"Año";"28935-Móstoles-El Soto (Móstoles)";"26.539";"21.976"
"2018";"Año";"28936-Av. Carlos V-Av. Onu-Osa Mayor (Móstoles)";"23.952";"20.164"
"2018";"Año";"28937-Ávila-Castellón-Libertad (Móstoles)";"22.573";"19.201"
"2018";"Año";"28938-P.I. Arroyomolinos-R5 (Móstoles)";"24.762";"20.813"
"2018";"Año";"29001-Ensanche Centro-Soho (Málaga)";"35.563";"28.484"
"2018";"Año";"29002-El Bulto-Jardín de La Abadía-La Princesa (Málaga)";"27.440";"22.754"
"2018";"Año";"29003-Barceló-El Torcal-Girón-Vistafranca-La Cordobesa (Málaga)";"20.160";"17.450"
"2018";"Año";"29004-Pol. Ind. Guadalhorce-Guadalmar-Carretera de Cádiz (Málaga)";"25.910";"21.538"
"2018";"Año";"29006-Cruz de Humilladero (Málaga)";"22.238";"19.033"
"2018";"Año";"29007-Carranque-Hazas Cuevas (Málaga)";"27.162";"22.520"
"2018";"Año";"29008-La Goleta-San Felipe Neri-Centro Histórico (Málaga)";"26.937";"22.164"
"2018";"Año";"29009-Perchel Norte-La Trinidad (Málaga)";"22.988";"19.521"
"2018";"Año";"29010-Bailén-Miraflores-Suárez-Teatinos (Málaga)";"25.828";"21.463"
"2018";"Año";"29011-Martírinos-La Roca-Palma-Palmilla (Málaga)";"20.240";"17.544"
"2018";"Año";"29012-La Merced-Barcenillas-Seminario (Málaga)";"27.613";"22.645"
"2018";"Año";"29013-Olletas-Sierra Blanquilla-El Ejido (Málaga)";"26.475";"22.019"
"2018";"Año";"29014-Ciudad Jardín (Málaga)";"20.976";"18.060"
"2018";"Año";"29016-Malagueta-Monte Sancha (Málaga)";"47.915";"37.062"
"2018";"Año";"29017-Pedregalejo-Morlaco-Las Acacias-El Palo (Málaga)";"34.242";"27.633"
"2018";"Año";"29018-Cerrado de Calderón-Hacienda Paredes (Málaga)";"38.639";"30.334"
"2018";"Año";"29140-Churriana-La Noria-Buenavista (Málaga)";"25.875";"21.528"
"2018";"Año";"29190-El Chaparral-Los Morales-Torremar (Málaga)";"25.078";"20.983"
"2018";"Año";"29590-Campanillas (Málaga)";"20.323";"17.489"
"2018";"Año";"29591-Campanillas-Puerto La Torre (Málaga)";"19.949";"17.129"
"2018";"Año";"30001-La Catedral-San Bartolomé (Murcia)";"46.107";"35.795"
"2018";"Año";"30002-El Carmen-Buenos Aires (Murcia)";"28.547";"23.307"
"2018";"Año";"30003-Sta. Eulalia-San Juan-Vistabella (Murcia)";"28.054";"23.114"
"2018";"Año";"30004-San Antolín-San Pedro-Sta. Catalina (Murcia)";"36.741";"28.980"
"2018";"Año";"30005-San Andrés-San Nicolás (Murcia)";"37.288";"29.692"
"2018";"Año";"30006-Puente Tocinos (Murcia)";"22.564";"19.127"
"2018";"Año";"30007-Zarandona (Murcia)";"33.550";"26.607"
"2018";"Año";"30008-La Fama (Murcia)";"42.960";"33.686"
"2018";"Año";"30009-La Albatalia-San Antón-San Basilio-Sta. María de Gracia (Murcia)";"32.007";"25.774"
"2018";"Año";"30010-La Purísima-Barriomar-San Pío X (Murcia)";"23.669";"19.773"
"2018";"Año";"30011-Los Dolores (Murcia)";"27.014";"22.205"
"2018";"Año";"30012-San Benito-Patiño-Progreso (Murcia)";"23.328";"19.608"
"2018";"Año";"30100-El Puntal (Murcia)";"27.924";"22.779"
"2018";"Año";"30107-Guadalupe (Murcia)";"31.210";"24.975"
"2018";"Año";"30110-Cabezo de Torres (Murcia)";"26.196";"21.535"
"2018";"Año";"30120-El Palmar (Murcia)";"22.877";"19.257"
"2018";"Año";"30139-El Raal (Murcia)";"19.184";"16.414"
"2018";"Año";"30150-La Alberca (Murcia)";"27.621";"22.490"
"2018";"Año";"30151-Santo Angel (Murcia)";"30.889";"24.953"
"2018";"Año";"30152-Aljucer (Murcia)";"24.055";"20.110"
"2018";"Año";"30153-Corvera-La Murta-Los Garcías (Murcia)";"19.149";"16.538"
"2018";"Año";"30157-Algezares (Murcia)";"23.470";"19.697"
"2018";"Año";"30158-Garres y Lagues (Murcia)";"21.534";"18.272"
"2018";"Año";"30160-Las Lumbreras-Monteagudo-La Cueva (Murcia)";"21.087";"17.980"
"2018";"Año";"30161-Llano de Brujas (Murcia)";"21.049";"17.832"
"2018";"Año";"30162-Santa Cruz (Murcia)";"21.450";"17.948"
"2018";"Año";"30163-El Esparragal (Murcia)";"24.938";"20.558"
"2018";"Año";"30168-Era Alta (Murcia)";"21.589";"18.520"
"2018";"Año";"30169-San Ginés (Murcia)";"21.941";"18.623"
"2018";"Año";"30201-Parque Arqueológico-Cerro Del Molinete (Cartagena)";"37.633";"29.643"
"2018";"Año";"30202-Los Grifos (Cartagena)";"24.544";"20.462"
"2018";"Año";"30203-San Ginés (Cartagena)";"25.510";"21.333"
"2018";"Año";"30204-Ensanche (Cartagena)";"29.943";"24.492"
"2018";"Año";"30205-Algameca (Cartagena)";"28.968";"23.670"
"2018";"Año";"30300-Peral (Cartagena)";"22.851";"19.445"
"2018";"Año";"30310-Los Dolores (Cartagena)";"22.991";"19.486"
"2018";"Año";"30319-Miranda (Cartagena)";"32.107";"25.720"
"2018";"Año";"30330-Albujón (Cartagena)";"20.135";"17.224"
"2018";"Año";"30366-El Algar (Cartagena)";"20.327";"17.373"
"2018";"Año";"30370-Cabo de Palos (Cartagena)";"29.130";"23.614"
"2018";"Año";"30380-La Manga (Cartagena)";"24.174";"19.982"
"2018";"Año";"30385-Los Belones-Las Barracas (Cartagena)";"22.310";"18.812"
"2018";"Año";"30390-La Aljorra (Cartagena)";"19.331";"16.788"
"2018";"Año";"30393-Galifa-El Portús (Cartagena)";"24.477";"20.425"
"2018";"Año";"30394-Canteras-Tentengorra (Cartagena)";"29.740";"24.088"
"2018";"Año";"30395-La Puebla (Cartagena)";"23.427";"19.738"
"2018";"Año";"30570-Beniajan (Murcia)";"21.472";"18.259"
"2018";"Año";"30579-Torreagüera (Murcia)";"20.527";"17.522"
"2018";"Año";"30580-Alquerías (Murcia)";"18.504";"16.138"
"2018";"Año";"30589-Los Ramos (Murcia)";"18.171";"15.857"
"2018";"Año";"30590-Gea y Truyols (Murcia)";"17.643";"15.372"
"2018";"Año";"30593-Los Conesas-La Palma-Los Salazares (Cartagena)";"23.684";"19.709"
"2018";"Año";"30594-Pozo Estrecho (Cartagena)";"21.190";"18.023"
"2018";"Año";"30830-La Ñora (Murcia)";"29.070";"23.592"
"2018";"Año";"30832-Jabalí Nuevo (Murcia)";"22.151";"18.832"
"2018";"Año";"30833-Sangonera La Verde (Murcia)";"21.329";"18.114"
"2018";"Año";"30835-Cañada Hermosa (Murcia)";"20.081";"17.258"
"2018";"Año";"33001-Pumarín (Oviedo)";"31.713";"25.827"
"2018";"Año";"33002-Centro-Norte (Oviedo)";"33.511";"27.151"
"2018";"Año";"33003-Centro-Este (Oviedo)";"38.836";"30.676"
"2018";"Año";"33004-Centro-Oeste (Oviedo)";"48.907";"38.128"
"2018";"Año";"33005-El Cristo (Oviedo)";"44.914";"35.296"
"2018";"Año";"33006-Buenavista (Oviedo)";"34.458";"27.553"
"2018";"Año";"33007-Buenavista (Oviedo)";"41.479";"32.676"
"2018";"Año";"33008-Fuente Del Forno (Oviedo)";"30.053";"24.467"
"2018";"Año";"33009-Fuente de La Plata (Oviedo)";"30.097";"24.501"
"2018";"Año";"33010-La Florida (Oviedo)";"24.573";"20.615"
"2018";"Año";"33011-Corredoria (Oviedo)";"25.026";"20.906"
"2018";"Año";"33012-Ferreros (Oviedo)";"28.254";"23.137"
"2018";"Año";"33013-Arganosa (Oviedo)";"29.980";"24.336"
"2018";"Año";"33191-Las Regueras (Oviedo)";"27.950";"22.853"
"2018";"Año";"33201-Centro-Cimadevilla (Gijón)";"34.849";"28.045"
"2018";"Año";"33202-La Arena (Gijón)";"29.471";"24.349"
"2018";"Año";"33203-La Guía-Somió (Gijón)";"38.977";"31.015"
"2018";"Año";"33204-El Coto-Viesques (Gijón)";"31.434";"25.460"
"2018";"Año";"33205-El Llano de Arriba (Gijón)";"28.634";"23.690"
"2018";"Año";"33206-Laviada (Gijón)";"34.311";"27.626"
"2018";"Año";"33207-El Polígono (Gijón)";"26.968";"22.561"
"2018";"Año";"33208-El Llano de Abajo (Gijón)";"23.997";"20.341"
"2018";"Año";"33209-Ceares (Gijón)";"23.973";"20.199"
"2018";"Año";"33210-Pumarín (Gijón)";"22.397";"19.115"
"2018";"Año";"33211-Gijón Sur (Tremañes-Roces-Nuevo Gijón-Montevil) (Gijón)";"24.823";"20.723"
"2018";"Año";"33212-Natahoyo (Gijón)";"25.120";"21.069"
"2018";"Año";"33213-La Calzada-Veriña (Gijón)";"23.047";"19.574"
"2018";"Año";"33350-Granda-La Camocha (Gijón)";"27.338";"22.660"
"2018";"Año";"33391-Castiello-Santurio (Gijón)";"28.745";"23.719"
"2018";"Año";"33392-Cenero (Gijón)";"28.976";"23.955"
"2018";"Año";"33394-Deva-Cabueñes (Gijón)";"39.810";"31.494"
"2018";"Año";"35001-Cono Sur (Palmas de Gran Canaria Las)";"36.310";"29.066"
"2018";"Año";"35002-Triana (Palmas de Gran Canaria Las)";"46.935";"37.106"
"2018";"Año";"35003-Arenales (Palmas de Gran Canaria Las)";"40.045";"31.837"
"2018";"Año";"35004-Lugo (Palmas de Gran Canaria Las)";"35.212";"28.302"
"2018";"Año";"35005-Ciudad Jardín (Palmas de Gran Canaria Las)";"57.660";"44.577"
"2018";"Año";"35006-Alcaravaneras (Palmas de Gran Canaria Las)";"30.626";"25.121"
"2018";"Año";"35007-Santa Catalina (Palmas de Gran Canaria Las)";"32.662";"26.559"
"2018";"Año";"35008-Tafira (Palmas de Gran Canaria Las)";"33.544";"27.272"
"2018";"Año";"35009-La Isleta (Palmas de Gran Canaria Las)";"23.869";"20.182"
"2018";"Año";"35010-Guanarteme (Palmas de Gran Canaria Las)";"30.333";"24.763"
"2018";"Año";"35011-Escaleritas (Palmas de Gran Canaria Las)";"33.343";"26.799"
"2018";"Año";"35012-Schamann (Palmas de Gran Canaria Las)";"20.751";"17.880"
"2018";"Año";"35013-La Paterna (Palmas de Gran Canaria Las)";"19.832";"17.167"
"2018";"Año";"35014-Miller (Palmas de Gran Canaria Las)";"22.255";"18.932"
"2018";"Año";"35015-La Matula (Palmas de Gran Canaria Las)";"20.178";"17.476"
"2018";"Año";"35016-Vega de San José (Palmas de Gran Canaria Las)";"22.027";"18.805"
"2018";"Año";"35017-Tafira (Palmas de Gran Canaria Las)";"38.493";"30.552"
"2018";"Año";"35018-Tamaraceite (Palmas de Gran Canaria Las)";"23.929";"20.110"
"2018";"Año";"35019-Siete Palmas (Palmas de Gran Canaria Las)";"36.275";"28.593"
"2018";"Año";"36201-Vigo Centro-Areal-Teis (Vigo)";"38.715";"30.125"
"2018";"Año";"36202-Casco Vello (Vigo)";"28.567";"23.208"
"2018";"Año";"36203-O Castro (Vigo)";"32.718";"26.224"
"2018";"Año";"36204-San Xosé Obreiro-Sárdoma-Casablanca-Calvario (Vigo)";"27.902";"22.839"
"2018";"Año";"36205-San Paulo-Casablanca-Calvario-Lavadores (Vigo)";"23.284";"19.557"
"2018";"Año";"36206-Lavadores-Fátima (Vigo)";"23.206";"19.576"
"2018";"Año";"36207-Teis (Vigo)";"22.537";"19.095"
"2018";"Año";"36208-Bouzas-Coia (Vigo)";"28.345";"23.057"
"2018";"Año";"36209-Coia (Vigo)";"24.825";"20.783"
"2018";"Año";"36210-Coia-Freixeiro (Vigo)";"24.456";"20.429"
"2018";"Año";"36211-Travesas-Pz Independencia-Camelias-Pi y Margall (Vigo)";"30.244";"24.712"
"2018";"Año";"36212-Alcabre-Navia (Vigo)";"27.790";"22.721"
"2018";"Año";"36213-Comesaña-Matamá (Vigo)";"26.144";"21.665"
"2018";"Año";"36214-Sárdoma-Lavadores (Vigo)";"23.648";"19.826"
"2018";"Año";"36215-Cabral-Lavadores (Vigo)";"22.253";"18.859"
"2018";"Año";"36216-Teis (Vigo)";"23.190";"19.254"
"2018";"Año";"36312-Beade (Vigo)";"23.276";"19.559"
"2018";"Año";"36315-Valladares (Vigo)";"22.480";"18.973"
"2018";"Año";"36317-Candeán (Vigo)";"23.688";"19.817"
"2018";"Año";"36318-Cabral (Vigo)";"22.317";"18.835"
"2018";"Año";"36330-Coruxo (Vigo)";"24.188";"20.291"
"2018";"Año";"36331-Coruxo (Vigo)";"32.158";"25.873"
"2018";"Año";"36390-Oya (Vigo)";"39.784";"31.222"
"2018";"Año";"38001-Rambla de Santa Cruz-Puerto (Santa Cruz de Tenerife)";"37.963";"30.058"
"2018";"Año";"38002-San Vicente Ferrer-Plaza de España (Santa Cruz de Tenerife)";"36.696";"29.367"
"2018";"Año";"38003-Av. Constitución-Palmetum (Santa Cruz de Tenerife)";"36.889";"29.326"
"2018";"Año";"38004-Ifara-Parque García Sanabria (Santa Cruz de Tenerife)";"39.057";"31.064"
"2018";"Año";"38005-Av Barranco de Santos-Tunel Juan Amigo de Lara (Santa Cruz de Tenerife)";"30.191";"24.658"
"2018";"Año";"38006-Rambla de Santa Cruz-Av Barranco de Santos (Santa Cruz de Tenerife)";"33.723";"27.111"
"2018";"Año";"38007-Parque de La Granja (Santa Cruz de Tenerife)";"27.166";"22.494"
"2018";"Año";"38008-Parque Las Indias-Barranco de Santos (Santa Cruz de Tenerife)";"22.472";"19.099"
"2018";"Año";"38009-Universidad de La Laguna Campus Central (Santa Cruz de Tenerife)";"25.653";"21.441"
"2018";"Año";"38010-Av. Principes de España (Santa Cruz de Tenerife)";"20.847";"17.924"
"2018";"Año";"38107-El Sobradillo-La Gallega-El Pilar (Santa Cruz de Tenerife)";"21.062";"17.968"
"2018";"Año";"38108-San Matías-Los Andenes-Las Chumberas (Santa Cruz de Tenerife)";"20.716";"17.812"
"2018";"Año";"38109-El Rosarito-Radazul- El Chorrillo (Santa Cruz de Tenerife)";"21.481";"18.296"
"2018";"Año";"38111-Santa María Del Mar-Añaza (Santa Cruz de Tenerife)";"23.350";"19.530"
"2018";"Año";"38120-San Andrés-Barranco del Cercado (Santa Cruz de Tenerife)";"21.456";"18.445"
"2018";"Año";"38180-Cueva Bermeja-Valle Crispín-Los Catalanes (Santa Cruz de Tenerife)";"25.476";"21.254"
"2018";"Año";"39001-Centro-Ayuntamiento (Santander)";"26.138";"21.856"
"2018";"Año";"39002-Centro-Ayuntamiento (Santander)";"41.421";"33.047"
"2018";"Año";"39003-Centro (Santander)";"30.228";"24.638"
"2018";"Año";"39004-Puerto Chico (Santander)";"36.214";"29.011"
"2018";"Año";"39005-El Sardinero-Los Pinares (Santander)";"42.605";"33.669"
"2018";"Año";"39006-San Martín-San Roque (Santander)";"26.107";"21.828"
"2018";"Año";"39007-San Fernando-General Dávila (Santander)";"26.139";"21.901"
"2018";"Año";"39008-Cuatro Caminos-Numancia-San Fernando (Santander)";"24.757";"20.924"
"2018";"Año";"39009-Barrio Pesquero (Castilla-Hermida) (Santander)";"24.988";"21.085"
"2018";"Año";"39010-Cuatro Caminos-San Fernando (Santander)";"30.048";"24.838"
"2018";"Año";"39011-Peñacastillo-Alisal (Santander)";"25.843";"21.615"
"2018";"Año";"39012-La Pereda (Santander)";"33.465";"26.744"
"2018";"Año";"41001-Casco Antiguo (Sevilla)";"44.894";"34.629"
"2018";"Año";"41002-Casco Antiguo (Sevilla)";"35.473";"28.148"
"2018";"Año";"41003-Casco Antiguo-Cerro-Amate-Nervión-S.Pablo-Sta.Justa (Sevilla)";"33.401";"26.691"
"2018";"Año";"41004-Casco Antiguo-Este-Nervión-Sur (Sevilla)";"44.273";"34.442"
"2018";"Año";"41005-Nervión-Sur (Sevilla)";"35.886";"28.517"
"2018";"Año";"41006-Bellavista-La Palmera-Casco Antiguo-Cerro-Amate-Sur (Sevilla)";"20.189";"17.389"
"2018";"Año";"41007-Nervión-Norte-S.Pablo-Sta.Justa (Sevilla)";"31.706";"25.696"
"2018";"Año";"41008-Macarena-Norte-S.Pablo-Sta.Justa (Sevilla)";"25.345";"21.015"
"2018";"Año";"41009-Casco Antiguo-Macarena-Norte (Sevilla)";"24.320";"20.357"
"2018";"Año";"41010-Los Remedios-Triana (Sevilla)";"31.884";"25.854"
"2018";"Año";"41011-Los Remedios-Triana (Sevilla)";"41.136";"32.459"
"2018";"Año";"41012-Bellavista-La Palmera-Sur (Sevilla)";"36.607";"28.909"
"2018";"Año";"41013-Bellavista-La Palmera-Casco Antiguo-Nervión-Sur (Sevilla)";"34.076";"27.180"
"2018";"Año";"41014-Bellavista-La Palmera (Sevilla)";"26.209";"21.647"
"2018";"Año";"41015-Este-Macarena-Norte (Sevilla)";"21.133";"18.013"
"2018";"Año";"41016-Bellavista-La Palmera-Cerro-Amate-Este (Sevilla)";"18.707";"16.305"
"2018";"Año";"41018-Nervión-Sur (Sevilla)";"44.205";"34.313"
"2018";"Año";"41019-Este-Norte-S. Pablo-Sta.Justa (Sevilla)";"20.913";"17.927"
"2018";"Año";"41020-Este-Norte (Sevilla)";"28.333";"23.048"
"2018";"Año";"46001-El Pilar (Valencia)";"36.408";"28.817"
"2018";"Año";"46002-El Centro (Valencia)";"58.533";"44.226"
"2018";"Año";"46003-Carmen (Valencia)";"42.229";"32.913"
"2018";"Año";"46004-Pla de Remei (Valencia)";"72.577";"53.798"
"2018";"Año";"46005-Gran Vía (Valencia)";"46.430";"35.844"
"2018";"Año";"46006-Ruzafa (Valencia)";"30.480";"24.825"
"2018";"Año";"46007-Patraix (Valencia)";"32.099";"25.761"
"2018";"Año";"46008-Extramurs (Valencia)";"34.061";"27.171"
"2018";"Año";"46009-Marchalenes (Valencia)";"26.155";"21.683"
"2018";"Año";"46010-Mestalla (Valencia)";"48.378";"37.267"
"2018";"Año";"46011-Poblet Maritims (Valencia)";"25.319";"20.987"
"2018";"Año";"46012-La Albufera (Valencia)";"29.766";"23.988"
"2018";"Año";"46013-Quatre (Valencia)";"28.765";"23.227"
"2018";"Año";"46014-Barrio de La Luz (Valencia)";"24.447";"20.434"
"2018";"Año";"46015-Campanar (Valencia)";"32.706";"26.031"
"2018";"Año";"46016-Tavernes Blanques (Valencia)";"42.959";"34.388"
"2018";"Año";"46017-La Cruz Cubierto (Valencia)";"23.407";"19.678"
"2018";"Año";"46018-La Luz (Valencia)";"25.381";"21.094"
"2018";"Año";"46019-Torrefiel (Valencia)";"24.659";"20.486"
"2018";"Año";"46020-Benimaclet (Valencia)";"31.443";"25.261"
"2018";"Año";"46021-Algirós (Valencia)";"33.191";"26.476"
"2018";"Año";"46022-Ayora (Valencia)";"27.924";"22.783"
"2018";"Año";"46023-La Crus Del Grao (Valencia)";"38.053";"29.645"
"2018";"Año";"46024-Nazaret (Valencia)";"23.662";"19.639"
"2018";"Año";"46025-Benicalap (Valencia)";"23.547";"19.748"
"2018";"Año";"46026-Malilla (Valencia)";"24.416";"20.352"
"2018";"Año";"46035-Sant Pau-Benimanet (Valencia)";"21.543";"18.272"
"2018";"Año";"46112-Massarrochos-Santa Bárbara (Valencia)";"43.296";"32.839"
"2018";"Año";"47001-Centro-Paseo Isabel La Católica-Plaza España (Valladolid)";"48.329";"37.898"
"2018";"Año";"47002-Centro-Universidad-Plaza San Juan (Valladolid)";"34.844";"28.177"
"2018";"Año";"47003-Las Moreras-Rondilla-Hospital-Centro San Miguel (Valladolid)";"34.084";"27.649"
"2018";"Año";"47004-Recoletos-San Andrés-Caño Argales (Valladolid)";"34.359";"27.757"
"2018";"Año";"47005-Plaza Circular-Las Batallas (Valladolid)";"23.919";"20.317"
"2018";"Año";"47006-Paseo Zorrilla-Cuatro de Marzo (Valladolid)";"31.078";"25.498"
"2018";"Año";"47007-Campo Grande-Arco Ladrillo (Valladolid)";"29.805";"24.513"
"2018";"Año";"47008-Parque Alameda-Covaresa (Valladolid)";"32.034";"25.922"
"2018";"Año";"47009-La Overuela-Navabuena (Valladolid)";"27.890";"23.046"
"2018";"Año";"47010-Rondilla-Santa Clara-Barrio España (Valladolid)";"21.377";"18.499"
"2018";"Año";"47011-San Pablo-Barrio España-Barrio Belén-Pilarica (Valladolid)";"23.767";"20.187"
"2018";"Año";"47012-Arcas Reales-Pajarillos (Valladolid)";"21.581";"18.580"
"2018";"Año";"47013-Delicias (Valladolid)";"22.101";"19.007"
"2018";"Año";"47014-Parquesol-Huerta Del Rey (Valladolid)";"30.544";"24.896"
"2018";"Año";"47015-Villa Del Prado (Valladolid)";"33.528";"27.049"
"2018";"Año";"47016-Parquesol (Valladolid)";"37.303";"29.200"
"2018";"Año";"50001-Casco Viejo (Zaragoza)";"38.749";"30.358"
"2018";"Año";"50002-Las Fuentes (Zaragoza)";"23.122";"19.527"
"2018";"Año";"50003-La Almozara (Zaragoza)";"25.567";"21.116"
"2018";"Año";"50004-Centro-Paseo de La Independencia (Zaragoza)";"36.046";"29.065"
"2018";"Año";"50005-Centro-Cortes de Aragón (Zaragoza)";"28.858";"23.611"
"2018";"Año";"50006-Centro (Zaragoza)";"36.472";"29.058"
"2018";"Año";"50007-Torrero-La Paz-San José (Zaragoza)";"23.830";"20.016"
"2018";"Año";"50008-Centro- Paseo Sagasta (Zaragoza)";"35.213";"28.207"
"2018";"Año";"50009-Universidad-Romareda (Zaragoza)";"37.180";"29.488"
"2018";"Año";"50010-Parque Roma (Zaragoza)";"24.146";"20.289"
"2018";"Año";"50011-Miralbueno (Zaragoza)";"31.024";"24.922"
"2018";"Año";"50012-Oliver-Valdefierro-Casablanca (Zaragoza)";"41.196";"32.043"
"2018";"Año";"50013-Cartuja Baja (Zaragoza)";"25.363";"21.071"
"2018";"Año";"50014-Rabal (Zaragoza)";"27.026";"22.200"
"2018";"Año";"50015-Parque Goya 1 (Zaragoza)";"25.611";"21.204"
"2018";"Año";"50016-Santa Isabel (Zaragoza)";"28.617";"23.254"
"2018";"Año";"50017-Delicias (Zaragoza)";"22.767";"19.285"
"2018";"Año";"50018-Parque Goya 2 (Zaragoza)";"28.855";"23.443"
"2018";"Año";"50019-Casablanca (Zaragoza)";"27.607";"22.737"
"2018";"Año";"50021-Torrero-La Paz-Parque Venecia (Zaragoza)";"29.184";"23.814"
"2018";"Año";"50022-Arcosur (Zaragoza)";"25.317";"21.089"
"2018";"Año";"50059-Montañana-Barrio Del Saso (Zaragoza)";"26.122";"21.523"
"2018";"Año";"50120-Monzalbarba (Zaragoza)";"24.598";"20.522"
"2018";"Año";"50190-Garrapinillos (Zaragoza)";"29.913";"24.229"
"2018";"Año";"50194-Movera-Torre Larraz (Zaragoza)";"27.976";"22.941"
"2018";"Año";"50620-Casetas (Zaragoza)";"22.356";"18.812"
"2018";"Año";"50720-Cartuja Baja (Zaragoza)";"26.286";"21.398"
"2018";"Año";"50820-San Juan de Mozarrifar (Zaragoza)";"29.530";"23.976"
;;;
;;;
"Métrica":"Renta bruta media"
"Fuente":"AEAT"
"Clasificación":""
"Unidad":"Euros"
"Escala":"Unidades"
"EscalaFactorPotencia10":"0"
"SonDatosNumericos":"True"
;;;
;;;
"Métrica":"Renta disponible media"
"Fuente":"AEAT"
"Clasificación":""
"Unidad":"Euros"
"Escala":"Unidades"
"EscalaFactorPotencia10":"0"
"SonDatosNumericos":"True"
;;;
;;;
"Url":"https://www.epdata.es/buscador-renta-media-codigos-postales-espana/addad2d6-d265-4a35-900d-eaaa57d70956"
"Titulo":"Buscador de renta media por códigos postales en España"
"Subtitulo":""
